motor_temp_celsius,coolant_temp,vibration_level,error_count_24h,ambient_humidity,power_consumption,operating_mode,maintenance_flag,motor_temp_kelvin,will_fail
,78.39476013335873,,2,63.03921785269437,155.3123088094234,Manual,Overdue,,1
74.30867849414408,73.68745368158964,0.5424985388803499,0,37.226716973642226,153.8171635031269,Idle,Done,347.45867849414407,0
78.23844269050346,79.45571559824508,0.35952202312917636,2,31.839797419533294,294.3140578378571,Auto,Done,351.38844269050344,0
82.61514928204012,81.16392582655793,0.5869376332645607,0,20.286579280842602,222.17783813909602,Auto,Done,355.7651492820401,1
73.82923312638331,73.70831623266758,0.27648759866350725,1,78.78302316489938,206.81912092167596,Auto,Done,346.9792331263833,0
73.8293152152541,73.11210750210176,0.4018723511359507,1,41.10602272585763,133.65340249299365,Idle,Base,346.9793152152541,0
82.89606407753696,85.13914005816663,0.20013682806532884,2,56.73756658132339,189.2849302638874,Auto,Done,356.0460640775369,0
78.83717364576455,76.71114704338838,0.7337939775444222,3,64.8574911715067,248.67329800648508,Idle,Done,351.9871736457645,0
72.65262807032524,73.70893633228316,0.46526757590820567,2,32.35282056524521,140.74325520739447,Auto,Base,345.8026280703252,0
77.71280021792982,77.35974124872219,0.8250326052224468,3,60.04558004029993,222.02264770358477,Auto,Base,350.8628002179298,1
72.68291153593769,71.18381925566413,0.6204424889779243,3,26.855723586053728,207.62562923397206,Auto,Base,345.8329115359377,1
72.67135123214871,70.46398307624463,0.5672147320026537,0,25.806455334929716,190.81292890298135,Auto,Done,345.8213512321487,0
76.20981135783018,78.21894048627352,0.4120658458578501,2,38.18161230677036,266.0954074194743,Manual,Base,349.35981135783015,0
65.43359877671101,66.71778916219013,0.343047494646887,2,39.21889792316986,160.32419852700488,Auto,Done,338.58359877671097,0
66.37541083743484,63.00770590315143,0.5784457360845418,2,30.79138423058885,198.67063594459407,Auto,Base,339.52541083743483,0
72.18856235379513,73.41069067502478,0.48927289860905265,0,48.04539408085524,203.98058238620794,Auto,Base,345.3385623537951,0
69.93584439832789,67.08064099529723,0.2991094526772049,1,57.05178264055904,215.07472827271812,Auto,Base,343.0858443983279,0
76.57123666297637,77.31428479465742,0.27247123752375224,1,75.59254100245431,274.69233927226173,Auto,Done,349.72123666297637,0
70.45987962239394,65.52813950811668,0.3561944406284624,0,62.12370482515307,163.51877367041862,Auto,Base,343.6098796223939,0
67.93848149332354,63.22688374480481,0.7731450837899345,0,51.364849433413596,238.55617553742607,Auto,Base,341.0884814933235,0
82.32824384460777,83.11679213619767,0.8319916877016955,1,52.36313667251415,235.48257334082544,Idle,Overdue,355.47824384460773,1
73.87111849756732,77.0865126475279,0.5307483720963365,0,54.4667054246557,245.12948189775332,Manual,Base,347.0211184975673,0
75.33764102343962,78.17994198363843,0.5223414194361933,2,37.271966878377015,212.7995936868235,Auto,Overdue,348.4876410234396,1
67.87625906893271,67.43522765094191,0.4495519442255718,1,64.69990632792445,158.44363137498493,Auto,Done,341.0262590689327,0
72.27808637737408,74.01839341857962,0.35982719775357463,2,59.2125157445522,247.4456029575038,Auto,Base,345.42808637737403,0
75.55461294854933,75.4493033601481,0.7062768586410866,3,49.31461688848445,185.3956163959773,Auto,Base,348.7046129485493,0
69.24503211288848,69.8636576436259,0.7810364590845704,1,32.826088618741096,261.96452466400035,Manual,Base,342.39503211288843,0
76.87849009172837,76.19852417805598,0.3659871371241072,2,71.00706883582616,151.1675970464317,Auto,Base,350.0284900917284,0
71.99680655040598,73.60778693633526,0.48757424323630977,3,31.874134814129,285.8499985963079,Auto,Overdue,345.1468065504059,1
73.54153125103362,75.11081021214568,0.4325200548934748,2,31.846113753307613,267.96504610691386,Auto,Base,346.6915312510336,1
71.99146693885301,72.78471257973337,0.4369641387702534,2,28.787688130531887,180.3714969050632,Auto,Base,345.141466938853,0
84.26139092254469,81.48353048176148,0.6778862383144793,4,79.78316849304557,172.8109738897653,Auto,Done,357.4113909225447,1
74.93251387631032,76.36558579480301,0.3032057681950817,1,34.68657885172962,184.65432468963422,Auto,Done,348.0825138763103,0
69.71144535522049,70.27132829808671,0.569970453640446,0,71.07390888352751,204.84425038584016,Idle,Done,342.86144535522044,0
79.11272456051594,79.76875614679788,0.6092357160958798,4,22.083142037819755,214.98479574811202,Auto,Done,352.26272456051595,0
68.89578175014489,61.20296128288253,0.4786773239597271,2,62.443280234242174,227.2205387957714,Idle,Done,342.0457817501449,0
76.04431797502377,72.08176833096192,0.6339601740480159,2,21.818678322247425,207.4767329810337,Auto,Done,349.19431797502375,0
65.20164938060113,66.70413124678961,0.5221477760806176,3,57.451942392527215,162.63847840109435,Auto,Base,338.3516493806011,0
68.35906975550785,72.13856190018664,0.6825694881734168,0,35.974556356463644,197.90934150633433,Idle,Done,341.5090697555078,0
75.98430617934562,74.19858595295285,0.2716692042611219,2,24.126530392305114,192.9330103210163,Manual,Overdue,349.1343061793456,1
78.69233289997705,78.3951516772316,0.44768371084896963,2,36.46023046978611,328.6498133613834,Auto,Base,351.842332899977,1
75.85684140594985,70.45763847403366,0.4892280285723448,2,27.47084491286512,137.30654413092634,Manual,Base,349.00684140594984,0
74.4217585880588,73.63066660122067,0.09916889232929765,2,33.201837190744826,303.35280493330754,Auto,Base,347.57175858805874,0
73.49448152205356,73.06459944759807,0.3371070899632198,5,61.234269865145606,167.78380022661548,Auto,Base,346.6444815220535,0
67.60739004816287,66.30768455939693,0.37796011184618206,1,69.98425869109225,144.64624152084065,Idle,Base,340.75739004816285,0
71.40077895802645,74.1277527539869,0.6422308992235024,4,46.29750033768639,187.5178530907037,Auto,Base,344.5507789580264,0
72.69680614520107,73.22155038676861,0.39397349805280996,2,45.02756619297091,266.218862347553,Auto,Done,345.84680614520107,0
80.28561113109458,79.11394264686419,0.3772881519041035,2,47.7169713862403,258.40537826517476,Auto,Base,353.43561113109456,1
76.71809144784231,77.7060592213204,0.6226228670984287,4,48.26203314561971,217.58752062818405,Auto,Done,349.8680914478423,0
66.18479922318633,68.33578510278433,0.25731340313149187,0,34.09311150925259,215.70372356503742,Auto,Done,339.33479922318634,0
,74.20151599816195,0.1893133898834642,1,79.34364643861645,244.49619623952424,Auto,Base,,0
73.07458859791842,71.1515096264146,0.445761154989598,1,60.096843611888815,219.6180909939383,Idle,Base,346.2245885979184,0
71.6153899984702,68.26773140872771,0.2828439847882467,1,66.42294258040559,215.77843161973578,Auto,Done,344.7653899984702,0
78.05838144420434,77.53407312250975,0.2885481058010526,0,46.53906519513688,135.38495624191728,Auto,Done,351.2083814442043,0
80.15499761247976,80.65121332522664,0.5860150687531973,2,65.64993460453438,133.42281990324062,Auto,Base,353.3049976124797,1
79.65640059558099,77.85194755928714,0.6313960756868868,2,61.00305233409763,191.93096947425812,Auto,Overdue,352.80640059558095,1
70.80391238388681,73.3004724785555,0.6183296323778188,5,69.62689434782237,121.83337145133898,Auto,Base,343.9539123838868,1
73.45393812074393,75.12869032155317,0.6663164990460849,2,22.651478881587472,157.23442178591188,Auto,Done,346.6039381207439,0
76.65631715701782,74.75254372816941,0.6861701480022202,2,22.709448879902702,223.11675931951987,Manual,Base,349.8063171570178,1
79.8777256356118,77.7994371237454,0.18071146867596038,1,54.1519694910621,234.65332326750422,Auto,Base,353.0277256356118,0
72.60412881077355,69.70048277229463,0.56756179398942,1,42.73084891461603,200.93794727220993,Auto,Base,345.7541288107735,0
74.07170511668092,73.12742012697174,0.4205587700645662,1,68.15708676535851,191.87587031614473,Idle,Base,347.2217051166809,0
69.46832512996986,72.44223795203281,0.3878863631014346,1,29.945248773330185,228.85812617190254,Auto,Base,342.61832512996983,0
69.01896687959665,67.16481751832939,0.5840621948313058,1,35.03429507874974,171.6881163930151,Auto,Done,342.1689668795966,0
79.06262911197099,80.11417481979056,0.24045567801563728,0,45.232951824245454,136.83971111903625,Auto,Base,352.21262911197095,0
81.78120014285412,81.7780620263947,0.23733370911915203,2,73.62861440741537,193.9180104985253,Auto,Base,354.9312001428541,1
74.63994939209833,71.06138633318676,0.5950359116122576,1,27.962131831067612,183.2222766942659,Manual,Done,347.7899493920983,0
80.01766448946012,81.67954479123738,0.5731679026266346,3,66.55859044059763,150.99476903779717,Auto,Done,353.1676644894601,0
